ID_all;SMILES;ID_chEMBL;orig_ID_chEMBL;yorig_chEMBL;CAS_chEMBL;NAME_chEMBL;units_chEMBL;smilessource_chEMBL;SMILES_chEMBL;desired_units_chEMBL;y_chEMBL;ID_CtoxPred;orig_ID_CtoxPred;yorig_CtoxPred;CAS_CtoxPred;NAME_CtoxPred;units_CtoxPred;smilessource_CtoxPred;SMILES_CtoxPred;desired_units_CtoxPred;y_CtoxPred;comparison_chEMBL_CtoxPred;onlyequal_chEMBL_CtoxPred;y_chEMBL_nonambiguous;y_CtoxPred_nonambiguous;y_consensus;valid/outlier
606;COc1ccccc1-n1nc(OC2CCSCC2)cc1-c1ccc(Cl)cc1;;;;;;;;;;;402.0;;1.0;;;classCavinh;SMILES;COc1ccccc1-n1nc(OC2CCSCC2)cc1-c1ccc(Cl)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
607;COc1ccccc1-n1nc(OC2CN(C(=O)N(C)OC)C2)cc1-c1ccc(Cl)cc1;;;;;;;;;;;411.0;;1.0;;;classCavinh;SMILES;COc1ccccc1-n1nc(OC2CN(C(=O)N(C)OC)C2)cc1-c1ccc(Cl)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
608;COc1ccccc1-n1nc(OC2CN(C(=O)OC(C)(C)C)C2)cc1-c1ccc(Cl)cc1;;;;;;;;;;;284.0;;1.0;;;classCavinh;SMILES;COc1ccccc1-n1nc(OC2CN(C(=O)OC(C)(C)C)C2)cc1-c1ccc(Cl)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
609;COc1ccccc1-n1nc(OC2CN(C(=O)c3ccccc3)C2)cc1-c1ccc(Cl)cc1;;;;;;;;;;;274.0;;1.0;;;classCavinh;SMILES;COc1ccccc1-n1nc(OC2CN(C(=O)c3ccccc3)C2)cc1-c1ccc(Cl)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
610;COc1ccccc1-n1nc(OC2CN(S(=O)(=O)C(C)C)C2)cc1-c1ccc(Cl)cc1;;;;;;;;;;;410.0;;1.0;;;classCavinh;SMILES;COc1ccccc1-n1nc(OC2CN(S(=O)(=O)C(C)C)C2)cc1-c1ccc(Cl)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
611;COc1ccccc1-n1nc(OC2CN(S(=O)(=O)c3c(C)noc3C)C2)cc1-c1ccc(Cl)cc1;;;;;;;;;;;288.0;;1.0;;;classCavinh;SMILES;COc1ccccc1-n1nc(OC2CN(S(=O)(=O)c3c(C)noc3C)C2)cc1-c1ccc(Cl)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
612;COc1ccccc1-n1nc(OC2CN(S(C)(=O)=O)C2)cc1-c1ccc(Cl)cc1;;;;;;;;;;;412.0;;1.0;;;classCavinh;SMILES;COc1ccccc1-n1nc(OC2CN(S(C)(=O)=O)C2)cc1-c1ccc(Cl)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
613;COc1ccccc1-n1nc(O[C@H]2CC[C@@H](N)CC2)cc1-c1ccc(Cl)cc1;;;;;;;;;;;266.0;;1.0;;;classCavinh;SMILES;COc1ccccc1-n1nc(O[C@H]2CC[C@@H](N)CC2)cc1-c1ccc(Cl)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
614;COc1ccccc1-n1nc(O[C@H]2CC[C@@H](NC(=O)C(F)(F)F)CC2)cc1-c1ccc(Cl)cc1;;;;;;;;;;;276.0;;1.0;;;classCavinh;SMILES;COc1ccccc1-n1nc(O[C@H]2CC[C@@H](NC(=O)C(F)(F)F)CC2)cc1-c1ccc(Cl)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
615;COc1ccccc1-n1nc(O[C@H]2CC[C@@H](NC(=O)OC(C)(C)C)CC2)cc1-c1ccc(Cl)cc1;;;;;;;;;;;265.0;;1.0;;;classCavinh;SMILES;COc1ccccc1-n1nc(O[C@H]2CC[C@@H](NC(=O)OC(C)(C)C)CC2)cc1-c1ccc(Cl)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
616;COc1cnc2c(c1)c(CN(C)C)cn2Cc1ccccc1;;;;;;;;;;;632.0;;0.0;;;classCavinh;SMILES;COc1cnc2c(c1)c(CN(C)C)cn2Cc1ccccc1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
617;COc1cnc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1;;;;;;;;;;;652.0;;0.0;;;classCavinh;SMILES;COc1cnc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
618;COc1cnc2ccc(=O)n(C[C@H](N)C3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1;;;;;;;;;;;493.0;;0.0;;;classCavinh;SMILES;COc1cnc2ccc(=O)n(C[C@H](N)C3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
619;COc1cnc2ccc(=O)n(C[C@H](N)[C@H]3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1;;;;;;;;;;;178.0;;0.0;;;classCavinh;SMILES;COc1cnc2ccc(=O)n(C[C@H](N)[C@H]3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
620;CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1;;;;;;;;;;;206.0;;1.0;;;classCavinh;SMILES;CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
621;CS(=O)(=O)c1ccc(-c2noc(C3CCN(C(=O)NC4CC4c4ccccc4)CC3)n2)cc1;;;;;;;;;;;472.0;;0.0;;;classCavinh;SMILES;CS(=O)(=O)c1ccc(-c2noc(C3CCN(C(=O)NC4CC4c4ccccc4)CC3)n2)cc1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
622;CS(=O)(=O)c1ccc(C2(CCO)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1;;;;;;;;;;;180.0;;1.0;;;classCavinh;SMILES;CS(=O)(=O)c1ccc(C2(CCO)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
623;CS(=O)(=O)c1ccc(C2CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1;;;;;;;;;;;165.0;;1.0;;;classCavinh;SMILES;CS(=O)(=O)c1ccc(C2CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
624;CS(=O)(=O)c1ccc(C2CC(c3ccncc3)=NN2C(=O)Nc2ccc(F)cc2)cc1;;;;;;;;;;;513.0;;1.0;;;classCavinh;SMILES;CS(=O)(=O)c1ccc(C2CC(c3ccncc3)=NN2C(=O)Nc2ccc(F)cc2)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
625;CS(=O)(=O)c1ccc(F)cc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1;;;;;;;;;;;584.0;;1.0;;;classCavinh;SMILES;CS(=O)(=O)c1ccc(F)cc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
626;CS(=O)(=O)c1ccc2c(c1)CCC1(CCCN(C(=O)N[C@H]3C[C@@H]3c3ccccc3)CC1)O2;;;;;;;;;;;119.0;;0.0;;;classCavinh;SMILES;CS(=O)(=O)c1ccc2c(c1)CCC1(CCCN(C(=O)N[C@H]3C[C@@H]3c3ccccc3)CC1)O2;classCavinh;0.0;0;0.0;;0.0;0.0;valid
627;CS(=O)(=O)c1ccccc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1;;;;;;;;;;;582.0;;1.0;;;classCavinh;SMILES;CS(=O)(=O)c1ccccc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
628;CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2;;;;;;;;;;;505.0;;0.0;;;classCavinh;SMILES;CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2;classCavinh;0.0;0;0.0;;0.0;0.0;valid
629;CSC1=NC(c2cc([N+](=O)[O-])ccc2SC)C2=C(COC2=O)N1;;;;;;;;;;;544.0;;0.0;;;classCavinh;SMILES;CSC1=NC(c2cc([N+](=O)[O-])ccc2SC)C2=C(COC2=O)N1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
630;CSC1=NC(c2cc([N+](=O)[O-])ccc2SC)C2=C(O)OCC2=N1;;;;;;;;;;;245.0;;0.0;;;classCavinh;SMILES;CSC1=NC(c2cc([N+](=O)[O-])ccc2SC)C2=C(O)OCC2=N1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
631;CSC1=NC(c2cccc([N+](=O)[O-])c2)C(C(=O)OC(C)C)=C(C)N1;;;;;;;;;;;242.0;;1.0;;;classCavinh;SMILES;CSC1=NC(c2cccc([N+](=O)[O-])c2)C(C(=O)OC(C)C)=C(C)N1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
632;CSC1=NC(c2cccc([N+](=O)[O-])c2)C2=C(COC2=O)N1;;;;;;;;;;;539.0;;0.0;;;classCavinh;SMILES;CSC1=NC(c2cccc([N+](=O)[O-])c2)C2=C(COC2=O)N1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
633;CSC1=NC(c2cccc([N+](=O)[O-])c2)C2=C(O)OCC2=N1;;;;;;;;;;;244.0;;0.0;;;classCavinh;SMILES;CSC1=NC(c2cccc([N+](=O)[O-])c2)C2=C(O)OCC2=N1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
634;CSC1=NC(c2ccccc2SC)C2=C(COC2=O)N1;;;;;;;;;;;537.0;;0.0;;;classCavinh;SMILES;CSC1=NC(c2ccccc2SC)C2=C(COC2=O)N1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
635;CSC1=NC(c2ccccc2SC)C2=C(O)OCC2=N1;;;;;;;;;;;241.0;;0.0;;;classCavinh;SMILES;CSC1=NC(c2ccccc2SC)C2=C(O)OCC2=N1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
636;CSC1=NC2/C(=C(/O)OCCCCCSc3ccc([N+](=O)[O-])cc32)C(C)=N1;;;;;;;;;;;239.0;;1.0;;;classCavinh;SMILES;CSC1=NC2/C(=C(/O)OCCCCCSc3ccc([N+](=O)[O-])cc32)C(C)=N1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
637;CSC1=NC2/C(=C(/O)OCCCCCSc3ccccc32)C(C)=N1;;;;;;;;;;;240.0;;1.0;;;classCavinh;SMILES;CSC1=NC2/C(=C(/O)OCCCCCSc3ccccc32)C(C)=N1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
638;CSC1=NC2C(=C(C)N1)C(=O)OCCCCCSc1c2cccc1[N+](=O)[O-];;;;;;;;;;;541.0;;1.0;;;classCavinh;SMILES;CSC1=NC2C(=C(C)N1)C(=O)OCCCCCSc1c2cccc1[N+](=O)[O-];classCavinh;1.0;1;1.0;;1.0;1.0;valid
639;CSC1=NC2C(=C(C)N1)C(=O)OCCCCCSc1ccc([N+](=O)[O-])cc12;;;;;;;;;;;538.0;;1.0;;;classCavinh;SMILES;CSC1=NC2C(=C(C)N1)C(=O)OCCCCCSc1ccc([N+](=O)[O-])cc12;classCavinh;1.0;1;1.0;;1.0;1.0;valid
640;CSC1=NC2C(=C(C)N1)C(=O)OCCCCCSc1ccccc12;;;;;;;;;;;540.0;;1.0;;;classCavinh;SMILES;CSC1=NC2C(=C(C)N1)C(=O)OCCCCCSc1ccccc12;classCavinh;1.0;1;1.0;;1.0;1.0;valid
641;C[C@@H](C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)n1ncccc1=O;;;;;;;;;;;501.0;;0.0;;;classCavinh;SMILES;C[C@@H](C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)n1ncccc1=O;classCavinh;0.0;0;0.0;;0.0;0.0;valid
642;C[C@@H](C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)n1ncccc1=O;;;;;;;;;;;503.0;;0.0;;;classCavinh;SMILES;C[C@@H](C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)n1ncccc1=O;classCavinh;0.0;0;0.0;;0.0;0.0;valid
643;C[C@@H](C(N)=O)[C@H](N)c1nc2ccc(C(C)(C)C)cc2[nH]1;;;;;;;;;;;528.0;;0.0;;;classCavinh;SMILES;C[C@@H](C(N)=O)[C@H](N)c1nc2ccc(C(C)(C)C)cc2[nH]1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
644;C[C@@H](NC(=O)Cc1ccc(C2CC2)cc1)c1ccc(OCC(F)(F)F)cn1;;;;;;;;;;;152.0;;0.0;;;classCavinh;SMILES;C[C@@H](NC(=O)Cc1ccc(C2CC2)cc1)c1ccc(OCC(F)(F)F)cn1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
645;C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F;;;;;;;;;;;81.0;;0.0;;;classCavinh;SMILES;C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F;classCavinh;0.0;0;0.0;;0.0;0.0;valid
646;C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(CS(C)(=O)=O)cc2F)cn1;;;;;;;;;;;491.0;;0.0;;;classCavinh;SMILES;C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(CS(C)(=O)=O)cc2F)cn1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
647;C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C;;;;;;;;;;;144.0;;0.0;;;classCavinh;SMILES;C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C;classCavinh;0.0;0;0.0;;0.0;0.0;valid
648;C[C@@]1(c2cc(F)cc(F)c2)CNC2(CCCC2)C(=O)N1CC(=O)Nc1cnc2c(c1)C[C@@]1(C2)C(=O)Nc2ncccc21;;;;;;;;;;;480.0;;0.0;;;classCavinh;SMILES;C[C@@]1(c2cc(F)cc(F)c2)CNC2(CCCC2)C(=O)N1CC(=O)Nc1cnc2c(c1)C[C@@]1(C2)C(=O)Nc2ncccc21;classCavinh;0.0;0;0.0;;0.0;0.0;valid
649;C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1;;;;;;;;;;;605.0;;1.0;;;classCavinh;SMILES;C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
650;C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1;;;;;;;;;;;56.0;;0.0;;;classCavinh;SMILES;C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
651;C[C@H]1[C@@H](C)OC(C)(C)C(=O)N1c1cc(-c2cc(C(F)(F)F)c3c(N)ncnn23)ccc1C#N;;;;;;;;;;;521.0;;0.0;;;classCavinh;SMILES;C[C@H]1[C@@H](C)OC(C)(C)C(=O)N1c1cc(-c2cc(C(F)(F)F)c3c(N)ncnn23)ccc1C#N;classCavinh;0.0;0;0.0;;0.0;0.0;valid
652;C[C@]12CC[C@@H]3[C@H]4CC[C@@](C)(O)C[C@H]4CC[C@H]3[C@@H]1CC[C@@H]2C(=O)Cn1cc(C#N)cn1;;;;;;;;;;;523.0;;0.0;;;classCavinh;SMILES;C[C@]12CC[C@@H]3[C@H]4CC[C@@](C)(O)C[C@H]4CC[C@H]3[C@@H]1CC[C@@H]2C(=O)Cn1cc(C#N)cn1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
653;Cc1c(C2CCN(C(=O)NC3CC3c3ccccc3)CC2)o[nH]c1=O;;;;;;;;;;;467.0;;0.0;;;classCavinh;SMILES;Cc1c(C2CCN(C(=O)NC3CC3c3ccccc3)CC2)o[nH]c1=O;classCavinh;0.0;0;0.0;;0.0;0.0;valid
654;Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(=O)n(C)n2)C3=O)ccc2c1COC2=O;;;;;;;;;;;520.0;;0.0;;;classCavinh;SMILES;Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(=O)n(C)n2)C3=O)ccc2c1COC2=O;classCavinh;0.0;0;0.0;;0.0;0.0;valid
655;Cc1c([C@@H](O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ccc2c1COC2=O;;;;;;;;;;;158.0;;0.0;;;classCavinh;SMILES;Cc1c([C@@H](O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ccc2c1COC2=O;classCavinh;0.0;0;0.0;;0.0;0.0;valid
656;Cc1c([C@@H]2CN3CCN(C(=O)Cc4ccc(-n5cnnn5)cn4)C[C@H]3CO2)ccc(F)c1C#N;;;;;;;;;;;510.0;;0.0;;;classCavinh;SMILES;Cc1c([C@@H]2CN3CCN(C(=O)Cc4ccc(-n5cnnn5)cn4)C[C@H]3CO2)ccc(F)c1C#N;classCavinh;0.0;0;0.0;;0.0;0.0;valid
657;Cc1cc(C(=O)O)ccc1-c1ccc(N2C(=O)N(c3ccncn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cc1;;;;;;;;;;;479.0;;0.0;;;classCavinh;SMILES;Cc1cc(C(=O)O)ccc1-c1ccc(N2C(=O)N(c3ccncn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cc1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
658;Cc1cc(C(=O)O)ccc1-c1ccc(N2C(=O)N(c3cnccn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cc1;;;;;;;;;;;105.0;;0.0;;;classCavinh;SMILES;Cc1cc(C(=O)O)ccc1-c1ccc(N2C(=O)N(c3cnccn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cc1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
659;Cc1cc(C)cc(-c2cc3cc(C(C)(C)C(=O)N(C)C)ccc3n2CC(C)O)c1;;;;;;;;;;;590.0;;1.0;;;classCavinh;SMILES;Cc1cc(C)cc(-c2cc3cc(C(C)(C)C(=O)N(C)C)ccc3n2CC(C)O)c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
660;Cc1cc(C)cc(-c2cc3cc(C(C)(C)C(=O)NC(C)(C)C)ccc3n2CC(=O)NC(C)(C)C)c1;;;;;;;;;;;583.0;;1.0;;;classCavinh;SMILES;Cc1cc(C)cc(-c2cc3cc(C(C)(C)C(=O)NC(C)(C)C)ccc3n2CC(=O)NC(C)(C)C)c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
661;Cc1cc(C)cc(-c2cc3cc(C(C)(C)C(=O)NC(C)(C)C)ccc3n2CC(=O)OC(C)(C)C)c1;;;;;;;;;;;575.0;;1.0;;;classCavinh;SMILES;Cc1cc(C)cc(-c2cc3cc(C(C)(C)C(=O)NC(C)(C)C)ccc3n2CC(=O)OC(C)(C)C)c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
662;Cc1cc(C)cc(COCC(NCC(N)=O)C(c2ccccc2)c2ccccc2)c1;;;;;;;;;;;336.0;;1.0;;;classCavinh;SMILES;Cc1cc(C)cc(COCC(NCC(N)=O)C(c2ccccc2)c2ccccc2)c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
663;Cc1cc(Nc2nccc(-c3sc(C4CCNCC4)nc3-c3ccc(F)cc3)n2)ccn1;;;;;;;;;;;163.0;;0.0;;;classCavinh;SMILES;Cc1cc(Nc2nccc(-c3sc(C4CCNCC4)nc3-c3ccc(F)cc3)n2)ccn1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
664;Cc1cc(Oc2cncnc2)cc(C(=O)Nc2ccc(F)cn2)n1;;;;;;;;;;;519.0;;0.0;;;classCavinh;SMILES;Cc1cc(Oc2cncnc2)cc(C(=O)Nc2ccc(F)cn2)n1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
665;Cc1cc2ncc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)c(C)n2n1;;;;;;;;;;;688.0;;1.0;;;classCavinh;SMILES;Cc1cc2ncc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)c(C)n2n1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
666;Cc1ccc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)c(C)c1;;;;;;;;;;;348.0;;1.0;;;classCavinh;SMILES;Cc1ccc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)c(C)c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
667;Cc1ccc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc1;;;;;;;;;;;354.0;;1.0;;;classCavinh;SMILES;Cc1ccc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
668;Cc1ccc(C(c2ccccc2)N2CCN(C(=O)CN(c3ccccc3)c3ccccc3)CC2)c(C)c1;;;;;;;;;;;619.0;;0.0;;;classCavinh;SMILES;Cc1ccc(C(c2ccccc2)N2CCN(C(=O)CN(c3ccccc3)c3ccccc3)CC2)c(C)c1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
669;Cc1ccc(C(c2ccccc2)N2CCN(CC(=O)N(c3ccccc3)c3ccccc3)CC2)c(C)c1;;;;;;;;;;;248.0;;1.0;;;classCavinh;SMILES;Cc1ccc(C(c2ccccc2)N2CCN(CC(=O)N(c3ccccc3)c3ccccc3)CC2)c(C)c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
670;Cc1ccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)cc1;;;;;;;;;;;759.0;;1.0;;;classCavinh;SMILES;Cc1ccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
671;Cc1ccc(Cn2cc(CN3CCCCC3)c3cc(C)ccc32)cc1;;;;;;;;;;;278.0;;1.0;;;classCavinh;SMILES;Cc1ccc(Cn2cc(CN3CCCCC3)c3cc(C)ccc32)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
672;Cc1ccc2c(c1)c(CN(C)C)cn2CCCCN1CCCCC1;;;;;;;;;;;645.0;;0.0;;;classCavinh;SMILES;Cc1ccc2c(c1)c(CN(C)C)cn2CCCCN1CCCCC1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
673;Cc1ccc2c(c1)c(CN(C)C)cn2Cc1ccccc1;;;;;;;;;;;640.0;;0.0;;;classCavinh;SMILES;Cc1ccc2c(c1)c(CN(C)C)cn2Cc1ccccc1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
674;Cc1ccc2c(c1)c(CN1CCCCC1)cn2CCCCCl;;;;;;;;;;;650.0;;0.0;;;classCavinh;SMILES;Cc1ccc2c(c1)c(CN1CCCCC1)cn2CCCCCl;classCavinh;0.0;0;0.0;;0.0;0.0;valid
675;Cc1ccc2c(c1)c(CN1CCCCC1)cn2CCCCN1CCCCC1;;;;;;;;;;;661.0;;0.0;;;classCavinh;SMILES;Cc1ccc2c(c1)c(CN1CCCCC1)cn2CCCCN1CCCCC1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
676;Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccc(Cl)cc1;;;;;;;;;;;267.0;;1.0;;;classCavinh;SMILES;Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccc(Cl)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
677;Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccc(F)cc1;;;;;;;;;;;437.0;;1.0;;;classCavinh;SMILES;Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccc(F)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
678;Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1cccc(Cl)c1;;;;;;;;;;;436.0;;1.0;;;classCavinh;SMILES;Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1cccc(Cl)c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
679;Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1;;;;;;;;;;;438.0;;1.0;;;classCavinh;SMILES;Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
680;Cc1ccc2nc(N3CCC(NC4CCOCC4)CC3)c(-c3nc(C)no3)cc2c1;;;;;;;;;;;604.0;;1.0;;;classCavinh;SMILES;Cc1ccc2nc(N3CCC(NC4CCOCC4)CC3)c(-c3nc(C)no3)cc2c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
681;Cc1cccc(C)c1OCC(C)N;;;;;;;;;;;489.0;;0.0;;;classCavinh;SMILES;Cc1cccc(C)c1OCC(C)N;classCavinh;0.0;0;0.0;;0.0;0.0;valid
682;Cc1cccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)c1;;;;;;;;;;;731.0;;1.0;;;classCavinh;SMILES;Cc1cccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
683;Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccccc3)cc1)C(=O)N2c1cc(=O)[nH]cn1;;;;;;;;;;;478.0;;1.0;;;classCavinh;SMILES;Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccccc3)cc1)C(=O)N2c1cc(=O)[nH]cn1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
684;Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccccc3)cc1)C(=O)N2c1cc(O)ccn1;;;;;;;;;;;101.0;;1.0;;;classCavinh;SMILES;Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccccc3)cc1)C(=O)N2c1cc(O)ccn1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
685;Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccccc3)cc1)C(=O)N2c1ccc(O)nn1;;;;;;;;;;;102.0;;1.0;;;classCavinh;SMILES;Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccccc3)cc1)C(=O)N2c1ccc(O)nn1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
